comment_id,parent_post_id,tech_tag,label,compound
niz43ri,1o421wg,Simulation,Positive,0.4019
niz9al3,1o421wg,Simulation,Positive,0.3612
niza85h,1o421wg,Simulation,Negative,-0.4767
nizex3k,1o421wg,Simulation,Positive,0.7772
niz436m,1o421wg,Simulation,Neutral,0.0
nizd4la,1o421wg,Simulation,Negative,-0.4767
niz5zr5,1o421wg,Simulation,Neutral,0.0
nizsxnt,1o421wg,Simulation,Positive,0.4406
nj4q1zg,1o421wg,Simulation,Negative,-0.4848
niz44sb,1o421wg,Simulation,Positive,0.2144
niz5m9c,1o421wg,Simulation,Positive,0.3612
nizb9cd,1o421wg,Simulation,Neutral,0.0
nizbwo1,1o421wg,Simulation,Positive,0.4019
nize6sq,1o421wg,Simulation,Neutral,0.0
nizf835,1o421wg,Simulation,Negative,-0.4767
nizsd5k,1o421wg,Simulation,Negative,-0.0572
nizszin,1o421wg,Simulation,Positive,0.3612
nj004q0,1o421wg,Simulation,Positive,0.4019
nj039nd,1o421wg,Simulation,Positive,0.4215
nhz9b2n,1nz34a9,Simulation,Positive,0.541
nhzflur,1nz34a9,Simulation,Positive,0.5023
nhzahfy,1nz34a9,Simulation,Positive,0.3804
nhz8t2i,1nz34a9,Simulation,Negative,-0.5267
nhz95s2,1nz34a9,Simulation,Neutral,0.0
nhz94up,1nz34a9,Simulation,Positive,0.3939
nhze38s,1nz34a9,Simulation,Positive,0.4215
nhzgf2y,1nz34a9,Simulation,Neutral,0.0
nhzl994,1nz34a9,Simulation,Neutral,0.0
nhzlll5,1nz34a9,Simulation,Positive,0.3612
ni1eqt0,1nz34a9,Simulation,Neutral,0.0
ni240d3,1nz34a9,Simulation,Positive,0.2732
nhzb63i,1nz34a9,Simulation,Neutral,0.0
ni02v2n,1nz34a9,Simulation,Negative,-0.6808
nhzeb9n,1nz34a9,Simulation,Neutral,0.0
ni0f18v,1nz34a9,Simulation,Neutral,0.0
ni26fsf,1nz34a9,Simulation,Positive,0.4019
nagfhni,1mz3l00,Simulation,Neutral,0.0
nakejj6,1mz3l00,Simulation,Positive,0.4404
naipznq,1mz3l00,Simulation,Negative,-0.5889
nagf5q9,1mz3l00,Simulation,Neutral,0.0
nagoebj,1mz3l00,Simulation,Positive,0.5499
nai657t,1mz3l00,Simulation,Positive,0.3612
nakrxv7,1mz3l00,Simulation,Negative,-0.4939
nalfl5k,1mz3l00,Simulation,Neutral,0.0
nallbbu,1mz3l00,Simulation,Negative,-0.4098
nan42mh,1mz3l00,Simulation,Neutral,0.0
nb1n20z,1mz3l00,Simulation,Neutral,0.0
nagh0nn,1mz3l00,Simulation,Negative,-0.296
nas7y7o,1mz3l00,Simulation,Positive,0.4019
naghgmm,1mz3l00,Simulation,Positive,0.8439
nagfkfp,1mz3l00,Simulation,Positive,0.4835
nagh63x,1mz3l00,Simulation,Positive,0.4199
naginb7,1mz3l00,Simulation,Neutral,0.0
nagooez,1mz3l00,Simulation,Negative,-0.3863
naggnmi,1mz3l00,Simulation,Positive,0.7712
nagvm25,1mz3l00,Simulation,Negative,-0.4092
nj3j3lp,1o4of71,Simulation,Neutral,0.0
nj3hiy1,1o4of71,Simulation,Positive,0.1139
nj3jnsw,1o4of71,Simulation,Neutral,0.0
nj9wf3d,1o4of71,Simulation,Positive,0.2023
nj9wcwt,1o4of71,Simulation,Positive,0.1779
nj9we4f,1o4of71,Simulation,Positive,0.6249
mo1o8jl,1k3esw4,Simulation,Positive,0.9734
mo1ow03,1k3esw4,Simulation,Neutral,0.0
mo1mkh2,1k3esw4,Simulation,Positive,0.9492
mo2ihaa,1k3esw4,Simulation,Neutral,0.0
mo2byju,1k3esw4,Simulation,Positive,0.7951
mo1qf6q,1k3esw4,Simulation,Positive,0.0772
mo2v4od,1k3esw4,Simulation,Negative,-0.3818
mo32zmx,1k3esw4,Simulation,Negative,-0.5106
mo30q3h,1k3esw4,Simulation,Positive,0.936
mo1ryvh,1k3esw4,Simulation,Positive,0.5994
mo1vxhw,1k3esw4,Simulation,Positive,0.8807
mo2hcn4,1k3esw4,Simulation,Neutral,0.0
mo2ufyb,1k3esw4,Simulation,Neutral,0.0
mx4d8c0,1l2ulqh,Simulation,Neutral,0.0
mvw5y0p,1l2ulqh,Simulation,Positive,0.4199
mvw7cta,1l2ulqh,Simulation,Negative,-0.8807
mvxeumi,1l2ulqh,Simulation,Positive,0.5538
msdtd6w,1kmwxbe,Simulation,Neutral,0.0
msdu3in,1kmwxbe,Simulation,Neutral,0.0
msj7y9w,1kmwxbe,Simulation,Neutral,0.0
my4q1dt,1kmwxbe,Simulation,Neutral,0.0
le3nx20,1e7ypx4,Simulation,Positive,0.4767
le3pjco,1e7ypx4,Simulation,Positive,0.9817
le3ug54,1e7ypx4,Simulation,Positive,0.7351
le3qlzf,1e7ypx4,Simulation,Neutral,0.0
le3zuaf,1e7ypx4,Simulation,Neutral,0.0
le4nwkj,1e7ypx4,Simulation,Neutral,0.0
le3j7cf,1e7ypx4,Simulation,Positive,0.5574
le3rkdp,1e7ypx4,Simulation,Neutral,0.0
le4150n,1e7ypx4,Simulation,Negative,-0.6428
le4h1gk,1e7ypx4,Simulation,Positive,0.839
le4s4xe,1e7ypx4,Simulation,Negative,-0.3724
le3ruan,1e7ypx4,Simulation,Neutral,0.0
le3rh1y,1e7ypx4,Simulation,Negative,-0.2037
le4rwb0,1e7ypx4,Simulation,Positive,0.7609
l5ju5mf,1czzw2l,Simulation,Positive,0.9275
l5kq7h3,1czzw2l,Simulation,Positive,0.9815
l5k1s3b,1czzw2l,Simulation,Positive,0.7468
l61o6mg,1czzw2l,Simulation,Neutral,0.0
l5m6q3b,1czzw2l,Simulation,Positive,0.5562
l61poij,1czzw2l,Simulation,Negative,-0.1232
l0ea3rr,1c8euu9,Simulation,Positive,0.4767
l0eehrx,1c8euu9,Simulation,Positive,0.9251
l0hpvjo,1c8euu9,Simulation,Negative,-0.6036
lnfme7z,1fi7lej,Computational Fluid Dynamics,Neutral,0.0
lnfo9oq,1fi7lej,Computational Fluid Dynamics,Neutral,0.0
lnfrdrg,1fi7lej,Computational Fluid Dynamics,Positive,0.802
lnhq4z4,1fi7lej,Computational Fluid Dynamics,Negative,-0.9168
lnghl4w,1fi7lej,Computational Fluid Dynamics,Negative,-0.8353
lngh118,1fi7lej,Computational Fluid Dynamics,Positive,0.1783
lnk38nr,1fi7lej,Computational Fluid Dynamics,Positive,0.4389
lngknqb,1fi7lej,Computational Fluid Dynamics,Positive,0.1511
lngzfo2,1fi7lej,Computational Fluid Dynamics,Negative,-0.8342
lnh2dl6,1fi7lej,Computational Fluid Dynamics,Negative,-0.9032
lnht1sy,1fi7lej,Computational Fluid Dynamics,Positive,0.9052
lnkmhhe,1fi7lej,Computational Fluid Dynamics,Positive,0.3182
lngz5z6,1fi7lej,Computational Fluid Dynamics,Positive,0.431
lnh9d34,1fi7lej,Computational Fluid Dynamics,Negative,-0.9477
lnh8f03,1fi7lej,Computational Fluid Dynamics,Negative,-0.8105
lnk2c4v,1fi7lej,Computational Fluid Dynamics,Positive,0.4199
lnhmdsy,1fi7lej,Computational Fluid Dynamics,Positive,0.7096
lnh9udt,1fi7lej,Computational Fluid Dynamics,Positive,0.6808
lnhbeou,1fi7lej,Computational Fluid Dynamics,Positive,0.6696
l52fdh6,1cwzibh,Computational Fluid Dynamics,Neutral,0.0
l548mht,1cwzibh,Computational Fluid Dynamics,Neutral,0.0
l54e3tl,1cwzibh,Computational Fluid Dynamics,Neutral,0.0
l54dgu0,1cwzibh,Computational Fluid Dynamics,Positive,0.3612
l54di7m,1cwzibh,Computational Fluid Dynamics,Neutral,0.0
mp6ylcl,1k8bv0p,Digital Twins,Positive,0.978
mp7rppz,1k8bv0p,Digital Twins,Neutral,0.0
mp7vvbp,1k8bv0p,Digital Twins,Positive,0.9404
mp8naot,1k8bv0p,Digital Twins,Positive,0.933
mp8t5oj,1k8bv0p,Digital Twins,Positive,0.8779
mpamb5e,1k8bv0p,Digital Twins,Positive,0.4588
mp55aha,1k8bzap,Digital Twins,Positive,0.5106
o246hi7,1k8bzap,Digital Twins,Neutral,0.0
nxur2jt,1q4shiz,Digital Twins,Negative,-0.3291
nxvuku3,1q4shiz,Digital Twins,Positive,0.5859
nxurnnb,1q4shiz,Digital Twins,Positive,0.1531
nxvvddq,1q4shiz,Digital Twins,Negative,-0.4949
ns807hc,1pdtkey,Digital Twins,Positive,0.7906
mja3mv7,1jhub55,Generative Design,Negative,-0.7643
mjabbz3,1jhub55,Generative Design,Positive,0.9712
mjaetfp,1jhub55,Generative Design,Positive,0.9719
mja4aps,1jhub55,Generative Design,Negative,-0.6012
mja7yco,1jhub55,Generative Design,Neutral,0.0
mjbakz6,1jhub55,Generative Design,Negative,-0.1967
mjawnd6,1jhub55,Generative Design,Positive,0.9543
mjbboda,1jhub55,Generative Design,Positive,0.8671
mjb4itd,1jhub55,Generative Design,Positive,0.3971
mjbh195,1jhub55,Generative Design,Neutral,0.0
mjbkxca,1jhub55,Generative Design,Positive,0.4927
mjc8brg,1jhub55,Generative Design,Positive,0.8729
mjce14p,1jhub55,Generative Design,Positive,0.5256
mjchjky,1jhub55,Generative Design,Positive,0.6757
mjcr30d,1jhub55,Generative Design,Negative,-0.6705
mjdo5vh,1jhub55,Generative Design,Positive,0.3612
mvxlxdr,1jhub55,Generative Design,Positive,0.9987
mjbl0xl,1jhub55,Generative Design,Neutral,0.0
mjchv40,1jhub55,Generative Design,Positive,0.4215
mjcj888,1jhub55,Generative Design,Positive,0.8059
lcscnd5,1e14bpk,Generative Design,Positive,0.9641
lcrkhfh,1e14bpk,Generative Design,Positive,0.9578
lcrmcm8,1e14bpk,Generative Design,Positive,0.7615
lcrol4n,1e14bpk,Generative Design,Positive,0.6818
nl7jigx,1ofa45g,Parametric Design,Positive,0.5803
nl7o38y,1ofa45g,Parametric Design,Positive,0.4625
nl7lgr2,1ofa45g,Parametric Design,Negative,-0.5423
nl7j6sc,1ofa45g,Parametric Design,Positive,0.2263
nl7kizn,1ofa45g,Parametric Design,Positive,0.8291
nl7l5ky,1ofa45g,Parametric Design,Neutral,0.0
nl7o6oh,1ofa45g,Parametric Design,Positive,0.9052
nl7n890,1ofa45g,Parametric Design,Positive,0.8316
nl7pq9s,1ofa45g,Parametric Design,Positive,0.5719
nl7tgq9,1ofa45g,Parametric Design,Positive,0.9417
nl8piwy,1ofa45g,Parametric Design,Neutral,0.0258
nldjc1f,1ofa45g,Parametric Design,Positive,0.0772
nl7qc06,1ofa45g,Parametric Design,Negative,-0.4767
nl7r623,1ofa45g,Parametric Design,Positive,0.4391
nl7zzti,1ofa45g,Parametric Design,Negative,-0.9254
nl91dtr,1ofa45g,Parametric Design,Negative,-0.34
nlah52y,1ofa45g,Parametric Design,Neutral,0.0
nl7k05y,1ofa45g,Parametric Design,Neutral,0.0
nl7p6wk,1ofa45g,Parametric Design,Positive,0.2023
nl7vzfg,1ofa45g,Parametric Design,Positive,0.4404
l7tvsam,1dbt6lg,Parametric Design,Negative,-0.128
l7u5aio,1dbt6lg,Parametric Design,Negative,-0.128
l7yn952,1dbt6lg,Parametric Design,Positive,0.4939
l87punc,1dbt6lg,Parametric Design,Neutral,0.0
l7u6tjk,1dbt6lg,Parametric Design,Positive,0.6662
l7u7wir,1dbt6lg,Parametric Design,Neutral,0.0
l7zjgul,1dbt6lg,Parametric Design,Positive,0.4019
l80562j,1dbt6lg,Parametric Design,Positive,0.9485
l7ud4nq,1dbt6lg,Parametric Design,Positive,0.7929
l7zqg00,1dbt6lg,Parametric Design,Neutral,0.0
l7n3ksg,1davxpo,Parametric Design,Positive,0.0772
l7nkexk,1davxpo,Parametric Design,Positive,0.7096
l7n4wcx,1davxpo,Parametric Design,Positive,0.25
l7ndxh9,1davxpo,Parametric Design,Positive,0.1154
l7oawd9,1davxpo,Parametric Design,Positive,0.6486
n95r63h,1mslpvs,SHM (Structural Health Monitoring),Positive,0.9788
n96eneh,1mslpvs,SHM (Structural Health Monitoring),Positive,0.5804
n98hltd,1mslpvs,SHM (Structural Health Monitoring),Positive,0.4588
n96w2f6,1mslpvs,SHM (Structural Health Monitoring),Positive,0.3612
n9nmvez,1mslpvs,SHM (Structural Health Monitoring),Negative,-0.3311
n973hfk,1mslpvs,SHM (Structural Health Monitoring),Positive,0.8852
n96hmr6,1mslpvs,SHM (Structural Health Monitoring),Positive,0.5775
n98bkbb,1mslpvs,SHM (Structural Health Monitoring),Neutral,0.0
l89hwb2,1de4t0c,SHM (Structural Health Monitoring),Positive,0.7625
l89brgu,1de4t0c,SHM (Structural Health Monitoring),Positive,0.8481
l89yhj7,1de4t0c,SHM (Structural Health Monitoring),Positive,0.4243
l8cvd8o,1de4t0c,SHM (Structural Health Monitoring),Positive,0.8126
l8e60x8,1de4t0c,SHM (Structural Health Monitoring),Negative,-0.267
l8e80sn,1de4t0c,SHM (Structural Health Monitoring),Neutral,0.0
l8e7eg8,1de4t0c,SHM (Structural Health Monitoring),Positive,0.755
l8e7qhh,1de4t0c,SHM (Structural Health Monitoring),Negative,-0.0917
mfmv60h,1j1vre5,Blockchain,Negative,-0.6808
mfmz07y,1j1vre5,Blockchain,Negative,-0.4028
mfmx38q,1j1vre5,Blockchain,Positive,0.8779
mfmzn9l,1j1vre5,Blockchain,Positive,0.8255
mfn7yny,1j1vre5,Blockchain,Neutral,0.0
mfnrfyk,1j1vre5,Blockchain,Positive,0.0772
mfmuga8,1j1vre5,Blockchain,Positive,0.3612
mfmx1f7,1j1vre5,Blockchain,Neutral,0.0
mfmv4lf,1j1vre5,Blockchain,Negative,-0.7351
mfmx4xn,1j1vre5,Blockchain,Negative,-0.3632
mfmxsyp,1j1vre5,Blockchain,Neutral,0.0056
mzgrd10,1j1vre5,Blockchain,Positive,0.4118
n5pt9he,1j1vre5,Blockchain,Positive,0.4754
mfn1p93,1j1vre5,Blockchain,Positive,0.8766
mfn3z5m,1j1vre5,Blockchain,Positive,0.4767
mfn35np,1j1vre5,Blockchain,Positive,0.4678
mfnadfl,1j1vre5,Blockchain,Positive,0.7319
mfnbn7t,1j1vre5,Blockchain,Positive,0.1779
mfmz8ex,1j1vre5,Blockchain,Positive,0.6369
mfn4828,1j1vre5,Blockchain,Positive,0.9562
mjvj2fh,1jkifhu,Big Data,Positive,0.9628
mjzy6az,1jkifhu,Big Data,Positive,0.6361
mjvh8to,1jkifhu,Big Data,Neutral,0.0
mjxzn1t,1jkifhu,Big Data,Positive,0.6875
mjvwu85,1jkifhu,Big Data,Negative,-0.4329
mjyl2b6,1jkifhu,Big Data,Positive,0.8122
mkfdf0v,1jkifhu,Big Data,Neutral,0.0
mjvlhzt,1jkifhu,Big Data,Positive,0.8037
mk1c0sj,1jkifhu,Big Data,Negative,-0.638
mjvi1mi,1jkifhu,Big Data,Positive,0.4404
mjvi1nu,1jkifhu,Big Data,Negative,-0.4754
mjvmci2,1jkifhu,Big Data,Positive,0.8016
mjyx0yk,1jkifhu,Big Data,Neutral,0.0
mjw1sx9,1jkifhu,Big Data,Positive,0.6347
mk1co0l,1jkifhu,Big Data,Positive,0.4199
mjvnqsv,1jkifhu,Big Data,Positive,0.8115
mjvn8nv,1jkifhu,Big Data,Neutral,0.0
mjwmipg,1jkifhu,Big Data,Neutral,0.0387
mjw2swm,1jkifhu,Big Data,Positive,0.631
mjvowd5,1jkifhu,Big Data,Negative,-0.5515
nhi9fid,1nwsd78,Big Data,Neutral,0.0
nhj2pwi,1nwsd78,Big Data,Positive,0.2716
n4pc483,1m6wgsq,Big Data,Neutral,-0.0258
n4pjz47,1m6wgsq,Big Data,Positive,0.6124
n4pkd19,1m6wgsq,Big Data,Positive,0.5267
n4ulhoo,1m6wgsq,Big Data,Neutral,0.0
n4pl2sr,1m6wgsq,Big Data,Neutral,0.0
n4ul9vp,1m6wgsq,Big Data,Positive,0.2732
n4vvs2s,1m6wgsq,Big Data,Neutral,0.0
lra3txt,1g0npkq,Big Data,Negative,-0.2255
lraw7gf,1g0npkq,Big Data,Negative,-0.6428
lrb2coy,1g0npkq,Big Data,Neutral,0.0279
kw4xu5h,1bl58xv,Big Data,Positive,0.9318
kw4uzrb,1bl58xv,Big Data,Positive,0.4574
kwebty4,1bl58xv,Big Data,Positive,0.3995
kw50htg,1bl58xv,Big Data,Positive,0.8462
n9gg058,1mu4y0b,Geographic Information Systems (GIS),Positive,0.6486
n9i7quz,1mu4y0b,Geographic Information Systems (GIS),Positive,0.2263
n9iatkn,1mu4y0b,Geographic Information Systems (GIS),Positive,0.7177
n9kawng,1mu4y0b,Geographic Information Systems (GIS),Neutral,0.0
n9y7bkl,1mu4y0b,Geographic Information Systems (GIS),Neutral,0.0
n9ib0uz,1mu4y0b,Geographic Information Systems (GIS),Positive,0.296
n9kj1d9,1mu4y0b,Geographic Information Systems (GIS),Neutral,0.0
n9obvl0,1mu4y0b,Geographic Information Systems (GIS),Positive,0.0772
msnaozs,1ko4kcz,Geographic Information Systems (GIS),Positive,0.7297
msnbzew,1ko4kcz,Geographic Information Systems (GIS),Positive,0.9933
msnbnil,1ko4kcz,Geographic Information Systems (GIS),Neutral,0.0
msnaow1,1ko4kcz,Geographic Information Systems (GIS),Negative,-0.0516
msni8cy,1ko4kcz,Geographic Information Systems (GIS),Negative,-0.1729
msnajge,1ko4kcz,Geographic Information Systems (GIS),Neutral,0.0
msnawoi,1ko4kcz,Geographic Information Systems (GIS),Positive,0.3612
msnjx1t,1ko4kcz,Geographic Information Systems (GIS),Negative,-0.296
msnmlc3,1ko4kcz,Geographic Information Systems (GIS),Positive,0.4091
msncreg,1ko4kcz,Geographic Information Systems (GIS),Neutral,0.0
msncxn8,1ko4kcz,Geographic Information Systems (GIS),Positive,0.5642
msnxfge,1ko4kcz,Geographic Information Systems (GIS),Negative,-0.6486
msn9zgj,1ko4kcz,Geographic Information Systems (GIS),Negative,-0.34
msndqbd,1ko4kcz,Geographic Information Systems (GIS),Neutral,0.0
msneuya,1ko4kcz,Geographic Information Systems (GIS),Positive,0.3818
msqfnuo,1ko4kcz,Geographic Information Systems (GIS),Neutral,0.0
msnim9l,1ko4kcz,Geographic Information Systems (GIS),Positive,0.3094
msnkiyu,1ko4kcz,Geographic Information Systems (GIS),Positive,0.6326
msnqctp,1ko4kcz,Geographic Information Systems (GIS),Positive,0.4026
msnh9ea,1ko4kcz,Geographic Information Systems (GIS),Positive,0.939
nwa2ext,1pxcg8n,Geographic Information Systems (GIS),Positive,0.2422
nwa0g1z,1pxcg8n,Geographic Information Systems (GIS),Negative,-0.5719
nwb0nzc,1pxcg8n,Geographic Information Systems (GIS),Negative,-0.2042
nwa84qq,1pxcg8n,Geographic Information Systems (GIS),Positive,0.7351
nwaif3m,1pxcg8n,Geographic Information Systems (GIS),Negative,-0.128
nwa4idl,1pxcg8n,Geographic Information Systems (GIS),Positive,0.6046
nwa1yd0,1pxcg8n,Geographic Information Systems (GIS),Positive,0.7921
nwago6p,1pxcg8n,Geographic Information Systems (GIS),Neutral,0.0
nwa9lca,1pxcg8n,Geographic Information Systems (GIS),Positive,0.6486
nwacnm1,1pxcg8n,Geographic Information Systems (GIS),Negative,-0.5584
nwaffly,1pxcg8n,Geographic Information Systems (GIS),Positive,0.949
nwahmh6,1pxcg8n,Geographic Information Systems (GIS),Positive,0.5106
nwbmf9x,1pxcg8n,Geographic Information Systems (GIS),Positive,0.3612
nwa74fv,1pxcg8n,Geographic Information Systems (GIS),Neutral,-0.0258
nwafpyc,1pxcg8n,Geographic Information Systems (GIS),Neutral,0.0
nwan0ct,1pxcg8n,Geographic Information Systems (GIS),Positive,0.7783
nwao0jk,1pxcg8n,Geographic Information Systems (GIS),Positive,0.7391
nwarcwm,1pxcg8n,Geographic Information Systems (GIS),Positive,0.34
nwaud3g,1pxcg8n,Geographic Information Systems (GIS),Positive,0.7579
nwb8u5w,1pxcg8n,Geographic Information Systems (GIS),Negative,-0.1027
nm7z19u,1ok4kpy,Geographic Information Systems (GIS),Negative,-0.296
nm7vyee,1ok4kpy,Geographic Information Systems (GIS),Positive,0.4215
nm80iqv,1ok4kpy,Geographic Information Systems (GIS),Negative,-0.5267
nm8bbvf,1ok4kpy,Geographic Information Systems (GIS),Negative,-0.4162
nm89gdj,1ok4kpy,Geographic Information Systems (GIS),Positive,0.1823
nm8wqsz,1ok4kpy,Geographic Information Systems (GIS),Negative,-0.0516
nm8cf6w,1ok4kpy,Geographic Information Systems (GIS),Positive,0.3818
nm8o9lj,1ok4kpy,Geographic Information Systems (GIS),Positive,0.4519
nm8yhxb,1ok4kpy,Geographic Information Systems (GIS),Negative,-0.4162
nm8af6b,1ok4kpy,Geographic Information Systems (GIS),Positive,0.3621
nm8p2an,1ok4kpy,Geographic Information Systems (GIS),Positive,0.1759
nm8zlfp,1ok4kpy,Geographic Information Systems (GIS),Negative,-0.5719
nma6cjw,1ok4kpy,Geographic Information Systems (GIS),Negative,-0.2263
nmb5j4f,1ok4kpy,Geographic Information Systems (GIS),Negative,-0.9161
nmg50ca,1ok4kpy,Geographic Information Systems (GIS),Neutral,0.0
nmn6otc,1ok4kpy,Geographic Information Systems (GIS),Positive,0.3763
nm835cc,1ok4kpy,Geographic Information Systems (GIS),Positive,0.9216
nm8lboz,1ok4kpy,Geographic Information Systems (GIS),Positive,0.4497
nm9mqzw,1ok4kpy,Geographic Information Systems (GIS),Neutral,0.0
nmc0xhw,1ok4kpy,Geographic Information Systems (GIS),Neutral,0.0
nwfbgy5,1py1sz3,Geographic Information Systems (GIS),Positive,0.9452
nwfgk9q,1py1sz3,Geographic Information Systems (GIS),Positive,0.8551
nwgcj4u,1py1sz3,Geographic Information Systems (GIS),Neutral,0.0
nwfk9ed,1py1sz3,Geographic Information Systems (GIS),Positive,0.7096
nwou3bc,1py1sz3,Geographic Information Systems (GIS),Positive,0.4404
nwfdmmw,1py1sz3,Geographic Information Systems (GIS),Positive,0.5106
nwfzino,1py1sz3,Geographic Information Systems (GIS),Neutral,0.0
nwg5fc7,1py1sz3,Geographic Information Systems (GIS),Neutral,0.0
nwgx3u1,1py1sz3,Geographic Information Systems (GIS),Positive,0.5859
nwh80sg,1py1sz3,Geographic Information Systems (GIS),Positive,0.9638
nwfcy52,1py1sz3,Geographic Information Systems (GIS),Positive,0.8472
nwh6ocu,1py1sz3,Geographic Information Systems (GIS),Positive,0.8655
nwgyo2k,1py1sz3,Geographic Information Systems (GIS),Positive,0.6822
nwh648o,1py1sz3,Geographic Information Systems (GIS),Positive,0.6239
nwff84h,1py1sz3,Geographic Information Systems (GIS),Positive,0.5182
nwh7m4a,1py1sz3,Geographic Information Systems (GIS),Positive,0.687
nwh8gbj,1py1sz3,Geographic Information Systems (GIS),Negative,-0.5256
nwh99p1,1py1sz3,Geographic Information Systems (GIS),Positive,0.8481
nwfw01j,1py1sz3,Geographic Information Systems (GIS),Negative,-0.7413
nwjvlmf,1py1sz3,Geographic Information Systems (GIS),Positive,0.9259
noo7sd3,1ow4h12,Geographic Information Systems (GIS),Positive,0.2263
nondrsb,1ow4h12,Geographic Information Systems (GIS),Neutral,0.0
none5cq,1ow4h12,Geographic Information Systems (GIS),Positive,0.4019
nonf64k,1ow4h12,Geographic Information Systems (GIS),Positive,0.0516
nopem11,1ow4h12,Geographic Information Systems (GIS),Positive,0.5994
nonqk30,1ow4h12,Geographic Information Systems (GIS),Negative,-0.3818
nopvbq2,1ow4h12,Geographic Information Systems (GIS),Positive,0.6369
nozkddc,1ow4h12,Geographic Information Systems (GIS),Negative,-0.8029
np6v5g3,1ow4h12,Geographic Information Systems (GIS),Negative,-0.34
noo6f4c,1ow4h12,Geographic Information Systems (GIS),Positive,0.7351
nope2ww,1ow4h12,Geographic Information Systems (GIS),Positive,0.765
nople9o,1ow4h12,Geographic Information Systems (GIS),Positive,0.2263
noqbc07,1ow4h12,Geographic Information Systems (GIS),Positive,0.5773
noqoz5l,1ow4h12,Geographic Information Systems (GIS),Positive,0.4588
noqpqyb,1ow4h12,Geographic Information Systems (GIS),Positive,0.0772
not5xpv,1ow4h12,Geographic Information Systems (GIS),Positive,0.6801
nouoiab,1ow4h12,Geographic Information Systems (GIS),Positive,0.5927
noupnfj,1ow4h12,Geographic Information Systems (GIS),Positive,0.128
nope9iu,1ow4h12,Geographic Information Systems (GIS),Positive,0.1531
nonea4b,1ow4h12,Geographic Information Systems (GIS),Positive,0.4515
npj9wte,1p0jh92,Geographic Information Systems (GIS),Positive,0.2695
npjzjhp,1p0jh92,Geographic Information Systems (GIS),Positive,0.8764
npj9mk3,1p0jh92,Geographic Information Systems (GIS),Positive,0.4019
npj9bcb,1p0jh92,Geographic Information Systems (GIS),Neutral,0.0
npjaojm,1p0jh92,Geographic Information Systems (GIS),Positive,0.2263
npjaxy7,1p0jh92,Geographic Information Systems (GIS),Positive,0.4019
npjd11n,1p0jh92,Geographic Information Systems (GIS),Positive,0.9732
npjha4x,1p0jh92,Geographic Information Systems (GIS),Neutral,0.0
npjik40,1p0jh92,Geographic Information Systems (GIS),Positive,0.3182
npjkha3,1p0jh92,Geographic Information Systems (GIS),Negative,-0.0772
npjn7tl,1p0jh92,Geographic Information Systems (GIS),Negative,-0.3446
npk0a3o,1p0jh92,Geographic Information Systems (GIS),Neutral,0.0
nplh521,1p0jh92,Geographic Information Systems (GIS),Positive,0.6554
nplz6h9,1p0jh92,Geographic Information Systems (GIS),Positive,0.4939
npmc3px,1p0jh92,Geographic Information Systems (GIS),Positive,0.34
npnqign,1p0jh92,Geographic Information Systems (GIS),Neutral,0.0
nq1p5m5,1p0jh92,Geographic Information Systems (GIS),Positive,0.4019
npj8rk5,1p0jh92,Geographic Information Systems (GIS),Neutral,0.0
npj9v39,1p0jh92,Geographic Information Systems (GIS),Positive,0.607
npjp1bn,1p0jh92,Geographic Information Systems (GIS),Negative,-0.6486
n7u26vz,1mly3ql,Geographic Information Systems (GIS),Positive,0.9246
n7u28x7,1mly3ql,Geographic Information Systems (GIS),Positive,0.6249
n7tpj1y,1mly3ql,Geographic Information Systems (GIS),Positive,0.3612
n7u3f9j,1mly3ql,Geographic Information Systems (GIS),Positive,0.1431
n7u4o1g,1mly3ql,Geographic Information Systems (GIS),Positive,0.9403
n7v2zn2,1mly3ql,Geographic Information Systems (GIS),Neutral,0.009
n7u2tbv,1mly3ql,Geographic Information Systems (GIS),Positive,0.5719
n7uozbv,1mly3ql,Geographic Information Systems (GIS),Positive,0.4404
n7vgxxi,1mly3ql,Geographic Information Systems (GIS),Positive,0.4449
n7ucl5w,1mly3ql,Geographic Information Systems (GIS),Positive,0.8658
n7vo2nd,1mly3ql,Geographic Information Systems (GIS),Positive,0.855
n7whlf6,1mly3ql,Geographic Information Systems (GIS),Positive,0.3818
n7wpb3q,1mly3ql,Geographic Information Systems (GIS),Positive,0.7476
n8d001z,1mly3ql,Geographic Information Systems (GIS),Neutral,0.0
n7vgplz,1mly3ql,Geographic Information Systems (GIS),Positive,0.8271
n7wlv6p,1mly3ql,Geographic Information Systems (GIS),Negative,-0.5267
n7tpu27,1mly3ql,Geographic Information Systems (GIS),Positive,0.6588
n7tqqo4,1mly3ql,Geographic Information Systems (GIS),Neutral,0.0
n7tstqm,1mly3ql,Geographic Information Systems (GIS),Positive,0.4019
n7tq5xk,1mly3ql,Geographic Information Systems (GIS),Positive,0.4585
o45t9v3,1qy58r1,Geographic Information Systems (GIS),Neutral,0.0
o41litr,1qy58r1,Geographic Information Systems (GIS),Negative,-0.5423
o41t0pk,1qy58r1,Geographic Information Systems (GIS),Positive,0.3919
o42rrgv,1qy58r1,Geographic Information Systems (GIS),Positive,0.9413
o46amzj,1qy58r1,Geographic Information Systems (GIS),Neutral,0.0
o43a6ow,1qy58r1,Geographic Information Systems (GIS),Neutral,0.0
